Text,Label,task_1
"These fucking guys.  They are despicable.     MAKE AMERICA GREAT AGAIN by keeping the white guys' portraits on money, where they belong!    #Trump #TrumpLies #MAGAts #Cult45 #TrumpCrimeSyndicate #TrumpIsADisgrace #TrumpIsAFraud #GOP #resist #Resistance #TrumpIsATraitor https://t.co/ogzrs0vFGv",1,HOF
Oh look....    #WheresBoris   #BorisJohnsonShouldNotBePM https://t.co/d032PBnY3i,1,HOF
@DevinCow @davidmweissman @KimEGoldman Followed @KimEGoldman and blocked #murderer,1,HOF
"#DoctorsFightBack  If a doctor start assaulting people I can guarantee u guys no one will be saved bcz no one knows how to save a life better then us , but we believe in saving life's as it's our duty above all other things. https://t.co/x7XbIu3f2U",0,NOT
@cricketworldcup it's totally wrong to blame @ICC the world is done with all team concern and every team deserves the host. @ECB_cricket @englandcricket so guys be patience  It is sad but no one can beat the nature @BCCI  #ShameOnICC nothing to shame just support it.  #supporticc,0,NOT
Bengal healthcare in coma as over 700 doctors quit!  #DoctorsFightBack  #Savethedoctors https://t.co/gTOkSy1yBF,0,NOT
#IndiaVsPakistan   #terroristNationPakistan    #IndiaVsPakistan     India will defeat Pakistan by a margin of:,0,NOT
"Boris Johnson negotiations with EU, will go will, he just won't turn up. #C4debate #eu #Brexit #borisjohnson #BorisJohnsonShouldNotBePM",1,HOF
"...and no condom, judging by the number of kids he has apparently randomly fathered #BorisJohnsonShouldNotBePM #StopBrexit #FinalSay https://t.co/kId7qSKudW",1,HOF
Opinion: Conway is only one part of Trump's big problem #Resist #ResistTrump #FuckTrump https://t.co/JklT1nQWt4,0,NOT
"Man i am 100% sure this trend is from Indian fans. Chill guys even @ICC is bored of so much cricket, just like any other fan. Over do is always boring and that's what happening to cricket.  #ShameOnICC",0,NOT
Happy John McCain day friends. #JohnMcCainDay #thankyouforyourservice #fucktrump,0,NOT
@RadioFreeTom @MalcolmNance Awesome. KELLYANNE is the leaker. More tweets from George Conway on how #FatNixon is an idiot. #TrumpIsATraitor #TrumpTantrum #TuckFrump #TrumpRussia #TrumpColluded #TrumpResignNow #RepublicansDontCare #Treason #TrumpsWorseThanNixon #TrumpIsATraitor #ReadTheMuellerReport,1,HOF
Being an Lieutenant Colonel there is nothing wrong in having that on his gloves #DhoniKeepsTheGlove,0,NOT
#etsy shop: Trump Nixon Covfefe and the Crook President T-Shirt https://t.co/GGe44Hd1OZ #clothing #shirt #trump #nixon #president #protest #impeach #resist #fucktrump #taxday #MuellerReport #LindseyGraham #BarrHearing #BarrLied #BarrCoverUp #ImpeachBarrAndtRump #ImpeachTrumpNow https://t.co/1oRSzVsXZ0,0,NOT
ICC rejects BCCI's appeal to allow Dhoni's insignia gloves    Click here to view more : https://t.co/I8xvBX2EuU    #DhoniKeepsTheGlove #ICCWorldCup2019 #dhonigloves #DhoniVsICC #ICCVersusIndia,0,NOT
#SouravGanguly urges @ICC's proactiveness to prevent washouts in @cricketworldcup   #ShameOnICC #ICCWorldCup2019 #ICCWC2019 #ICC #ICCWorldCup #CricketWorldCup2019 #CricketWorldCup #CricketKaCrown #CricketMeriJaan #WorldCup2019 #WorldCup #Worldcup19 https://t.co/nNlcLIuGSU,0,NOT
Please go through this.. Don't misunderstand.. Doctors too want solution and healthy discussion but in OPEN FORUM!! Is that too much to ask for???  #DoctorsFightBack  #DoctorsStrike  #DoctorsProtest  #StandWithNRSMCH  #wewantjustice https://t.co/aiVRr874cB,0,NOT
@MSNBC @MTPFirstRead Only 1 cares about the spotlight. The other cares about America. #fucktRump,0,NOT
@TheRealOJ32 piece of shit.  How the hell are you still alive ?   #prison #murderer,1,HOF
@HillaryClinton ðŸ˜‚ðŸ˜‚ðŸ˜‚ You will never be #President. #PresidentialFailure #Benghazi #NeverForget #WorstSecretaryOfStateInUSHistory #Murderer #Ambassadors,1,HOF
Imagine your dying with cancer or with a fatal accident and there is no #doctor to treat you because medical aspirants stopped choosing this profession as you attack them unnecessarily!    #DoctorsFightBack #doctors_against_assualt #DoctorStrike #doctorsstrike https://t.co/bcia2sym6Q,0,NOT
#PakMoksAbhi in a as in d build up to d #IndvsPak match on 16th. We take strong objection to it @KirenRijiju pls do something don't expect anything from @BCCI we saw d #DhoniKeepsTheGlove issue left us red-faced,1,HOF
"@CillizzaCNN I met Jackie O, and that Slovenian hooker ( @FLOTUS ) is no Jackie O.    @WhiteHouse @realDonaldTrump #MAGA #TrumpIsATraitor #TrumpRussia https://t.co/TwYkfXcyDG",1,HOF
Never forget.... #whentheyseeus #WhenTheySeeUsNow #nevermypresident #fucktrump https://t.co/LNI6J5UD1b,0,NOT
THIS JUST IN::   IT TOOK A INTERNATIONAL TEAM TO DETHRONE THE WARRIORS   ONLY CLEVELAND COULD DEFEAT GSW DURING THE 5 YR RUN   #FUCKTRUMP #FUCKTORONTO,0,NOT
"Trump holds his thumb between his fingers, insist heâ€™s â€œgot our noseâ€ refuses to show us otherwise.ðŸ˜‚ seriously, sincerely, #fucktrump https://t.co/CjpgT0z2R2",1,HOF
@JeffreyToobin @Susan_Hennessey It should serve as a warning.  #murderer,0,NOT
"Candle light silent protest in MYSORE, by Mysore Medical College &amp; Research Institute (MMCRI)  in support to NRSMCH assault on doctors... #DoctorsFightBack  #SaveTheDoctors #SaveBengal   @republic @ndtv @timesofindia @publictvnews @suvarnanewstv @IndiaToday @SwamiGeetika https://t.co/JdKMsFTIFZ",0,NOT
#UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  &amp; JUST 2 break it up a LITTLE...  #FuckTrump TOO https://t.co/0be86fMZwq,1,HOF
By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that this is not related to any political/religious/racial activities    This is about our #NationalPride    #DhoniKeepsTheGlove,0,NOT
"@IvDeirdre Who was the attorney for  #CoreyJones family against #murderer, #NoumanRaja? ðŸ˜¨",0,NOT
This is what happens in this world today and itâ€™s so fucked up this was all so uncalled for. So for this I say once again.... #FUCKTHEPOLICE #FUCKTRUMP #FUCKTHEGOVERNMENT https://t.co/aUM4aL9gAN,1,HOF
Dhoni we are with you @msdhoni #DhoniKeepsTheGlove https://t.co/9F4QE5wIGg,0,NOT
"Omg !  It's great idea , after that everything will be okay ðŸ‘ðŸ‘  #SaveTheDoctors   #DoctorsFightBack https://t.co/azCsgzWw9a",0,NOT
"@pad408 Hey MadBum, that ball almost landed in Hayward, donâ€™t get mad at Muncy...  #Douchebag https://t.co/nSTSuXZ3Tv",0,NOT
iBELL IBL E240 BT 2.1 Channel Multimedia Speakers    @ Rs.1920 (mrp-2730)    https://t.co/DOFiFnZG5Z    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,NOT
#DoctorsFightBack | Doctors' strike reaches Supreme Court: Plea filed over safety and security of doctors seeking security at government hospitals and action against assaulters of Kolkata doctor    https://t.co/jB9Qynofls,0,NOT
No surprise there    #Pakistan Cricket Board (#PCB) chairman Ehsan Mani has confirmed that he lodged a complaint with the ICC about India wicketkeeper-batsman MS Dhoni having the Indian armyâ€™s insignia on his keeping gloves.    #IndiaWithDhoni #DhoniKeepsTheGlove #DhoniKeSaathDesh https://t.co/xmFSVKh4am,1,HOF
"Article from July 2016 - yes, he does like a laugh, but only at othersÂ´ expense.  #BorisJohnsonShouldNotBePM https://t.co/VmsK1TqAaQ",0,NOT
#ShameOnICC indvspak Sunday match eppadiyum postponed than...#rainworldcup https://t.co/LMhUkPOvlL,0,NOT
So I didnâ€™t watch the debate last night.  Theyâ€™re Tories - for me the best I can hope for is the least worst.  Just PLEASE donâ€™t inflict #TrumpLite on Britain    #BorisJohnsonShouldNotBePM,0,NOT
Racists? Yes. Shocked? No. Yes it leaves me cold but under the Trump regime nothing shocks or surprises me anymore. I truly with my entire being wish it did.   #TrumpIsNotAboveTheLaw #TrumpIsATraitor #CBPRacistAgents ðŸ¤¬ https://t.co/vLWryl84xx,1,HOF
Amazing! Now we see why his attorneys didnâ€™t want him speaking to Mueller in person. @realDonaldTrump is far too dumb to stick to a script. He just canâ€™t help himself. #MoronPresident #TrumpIsATraitor https://t.co/X9AWZEo7ag,1,HOF
Support for trans people is growing in spite of Trumpâ€™s nonstop assault on civil rights #Resist #ResistTrump #FuckTrump https://t.co/VeOWQMqeI1,0,NOT
THIS â¬‡ï¸ @CBSNews @NBCNews @ABC @CNN     #ThisIsNotNormal  #TrumpIsATraitor   #TrumpIsANationalSecurityThreat https://t.co/F1fOX4PP2v,0,NOT
#DoctorsFightBack  Why is the Prime minister and Defence minister of India are very silent in this firing issue..Is the CM of the state a God than the citizens of India.Doctors are real living Gods..if the nation does not stand with them..no use how you polticians would save us.,0,NOT
"No,No,No Mitch you stay right there. #DitchMitch #JohnMcCainDay #HappyJohnMcCainDay #TrumpIsATraitor #Maga is a joke! #TrumpsAnInternationalDisgrace https://t.co/tf7i6jBphJ",0,NOT
this years i think Rain will be top on chart and we can see  it on FINALE  also..ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ #ShameOnICC https://t.co/1BQzmVB85U,1,HOF
#INDvAUS  #Indian #ICCWorldCup2019 #WorldCup2019 #IndiaWithDhoni #DhoniKeepsTheGlove #indiancricketheroes #AUSvIND #Australia #auspol   Who will win today's match ?  1  INDIANS SHOW YOUR POWERðŸ‡®ðŸ‡³   2 AUSTRALIANS SHOW YOUR POWER ðŸ‡¦ðŸ‡º     You both have 8 hrs to show your team power.,0,NOT
And @realDonaldTrump is so WEAK he couldnâ€™t even serve. #TooScaredDonnie Is such a baby that he had to hide behind Daddyâ€™s skirts because he was #TooScaredToServe.   #FUCKtRump https://t.co/PMJtDbrcCh,1,HOF
I seriously feel @MamataOfficial has gone mad ans lost mental balance. I never seen any CM in my whole life who goes to protest site and threaten protestors. Never ever in my life.     #DoctorsFightBack,1,HOF
@ICCWCup2019 #INDPAKVSRAIN @ICC  @cricketworldcup   #CWC19   #ShameOnICC     ''This is not India vs Pakistan  This is IND-PAK VS RAIN,0,NOT
"@ImranKhanPTI Fear of losing is in your #DNA   #TerroristNationPakistan always lost against mighty #India in #war, #Economy #democracy #Cricket, #culture and much more!  à¤†à¤œ #à¤¹à¤¿à¤‚à¤¦à¥à¤¸à¥à¤¥à¤¾à¤¨ à¤¨à¥‡ à¤¦à¤¿à¤–à¤¾à¤¯à¤¾ #à¤¬à¤¾à¤ª à¤¹à¤®à¥‡à¤¶à¤¾ à¤¬à¤¾à¤ª à¤¹à¥‹à¤¤à¤¾ à¤¹à¥ˆ!!",0,NOT
@PAngo329 @realDonaldTrump china recently tripled it's soybean purchases from Russia..i'm sure you are right about Brazil and South America as well..It's not coming Back!! #IdiotTrump,0,NOT
"The doctors of India(WB) are not asking something out of the world. Safety, it's a basic right of an individual. Moreover, our doctors are renowned all over the world. So what message are you sending?? We stand with our saviours in the hour of  need. #DoctorsFightBack",0,NOT
Think twice ~ then think again!!!!         #fight4megan #bekind #bullying #murderer #criminal #crime #suicideawareness #suicideprevention #antibullying #depression #wordshurt https://t.co/T13jFO2Gvp,0,NOT
This is the worst piece of shit I have read this day on the West Bengal Doctors issue. Apparently these doctors are behaving like doctors in Auschwitz.  ðŸ˜¡ðŸ¤¬  #DoctorsFightBack #DoctorsStrike #DoctorsProtest #BengalDoctorsStrike #doctors_against_assualt https://t.co/4EjhDQ4Am3,1,HOF
Hey everybody I just released a new single entitled â€œFor The Peopleâ€ if you could take a few minutes out of your day and give it a listen and share it if you like it I would greatly greatly appreciate it #punkrock #politicalpunk #NewMusic #fucktrump https://t.co/Kx8EvolZmQ,0,NOT
"@GregHands @krishgm @RoryStewartUK It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum.  For the Countryâ€™s and Partyâ€™s sake pls go for @RoryStewartUK!  (It wouldnâ€™t just be Eton vs Eton, but Eton/Balliol vs Eton/Balliol.)",0,NOT
Trump: Mars is part of the moon. Say what now? #Resist #ResistTrump #FuckTrump https://t.co/2s4IE9yM5n,0,NOT
"I make myself laugh as I sit here scrolling through insta watching women doing exercises, looking for inspiration for the gym... whilst eating a full tub of Cadburyâ€™s cornflake cluster bites! #dickhead",0,NOT
#LGBTQ community WTF is that #murderer of #blackmen #EDBUCK yâ€™all on code with that shzt!,0,NOT
Assuming god exists then (it) knows the person suffering most and the person suffering least and as a leader  of this messed up world (it ) solves the problem should Dhoni keep the army logo.  #DhoniAtCWC19 #DhoniKeepsTheGlove #WorldCup2019,0,NOT
@realDonaldTrump Question isn't if #trump thinks his rabid minority wants him longer than 2 terms. Question is what would he do? Encourage the peaceful transition of power USA is famous for or incite riots &amp; treason by ignoring the #Constitution?    #TrumpIsATraitor #FirstAmendment #ImpeachTrump,0,NOT
Dear @ICC learn something from India how to Cover whole ground and how to manage during rain #ShameOnICC https://t.co/ibB7nj9rGH,0,NOT
@msdhoni  #MSDHONI  #DhoniKeSaathDesh   #Dhoni   #DhoniKeepBalidaanBadgeGlove   #DhoniKeepsTheGlove   #dhonigloves   ðŸ‘‡ðŸ‘ Retweet ðŸ”„ for #supportdhoni   #support   @cricketworldcup  @ICC  @BCCI  @BCCIdomestic  @imVkohli  @ODIWCup_2019 https://t.co/0texaMXPV6,0,NOT
Happy birthday @BarackObama .. our last real @POTUS44 ... #Fucktrump https://t.co/eFO34AY4rx,0,NOT
India generates so much revenue for the ICC and yet they comply when Pak asks them to degrade their army soldier. India should boycott this world cup to keep the respect of their army!!!    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeepTheGloves #DhoniKeSaathDesh #Dhoni #CWC19 https://t.co/dSa8ZDSlGm,1,HOF
